,UnitPriceMean,UnitPriceStd,TotalQuantity,NoOfUniqueItems,NoOfInvoices,UniqueItemsPerInvoice,QuantityPerInvoice,SpendingPerInvoice
291,3.020526315789472,2.347582445211684,267.0,79.0,3.0,31.0,89.0,213.66666666666666
293,7.131176470588235,9.7809514378414,94.0,17.0,2.0,8.5,47.0,145.67
294,1.8720930232558137,0.9528467576276862,2972.0,35.0,4.0,10.75,743.0,1334.55
295,3.767828947368418,2.982492161553159,3121.0,94.0,7.0,21.714285714285715,445.85714285714283,1080.0457142857144
296,3.1000000000000005,1.2975618161254079,444.0,11.0,3.0,5.333333333333333,148.0,334.8
297,1.9093939393939399,1.9073393434866595,869.0,32.0,3.0,11.0,289.6666666666667,396.62000000000006
298,1.628823529411765,0.7521313743476434,579.0,34.0,2.0,17.0,289.5,447.15
299,3.148695652173913,1.9066612998256836,43.0,23.0,1.0,23.0,43.0,109.82000000000001
300,2.1546666666666665,1.3407773154121494,213.0,15.0,1.0,15.0,213.0,373.49000000000007
301,3.9731284916201144,4.815049586152256,1770.0,152.0,4.0,44.75,442.5,1027.4275
302,2.4571875000000007,2.567088515727622,267.0,29.0,2.0,16.0,133.5,157.685
303,2.802533333333331,2.1989101067705468,525.0,65.0,3.0,24.333333333333332,175.0,382.53
304,2.5012500000000006,1.865053618532186,74.0,16.0,1.0,16.0,74.0,156.19000000000003
305,2.8401639344262297,2.4589215060016856,333.0,53.0,3.0,20.0,111.0,226.86333333333332
306,4.0225,2.6193444710490574,1798.0,69.0,8.0,16.5,224.75,601.16125
307,2.8949999999999996,2.14108876768599,421.0,36.0,3.0,15.333333333333334,140.33333333333334,309.0233333333333
308,2.9830555555555534,3.743244208383985,492.0,157.0,5.0,35.4,98.4,202.78599999999997
309,3.904615384615385,3.0154701551184777,109.0,11.0,2.0,6.5,54.5,139.22500000000002
310,2.436538461538462,1.4590104655078862,260.0,25.0,3.0,8.666666666666666,86.66666666666667,169.36666666666667
311,2.649565217391305,2.103530534948911,114.0,23.0,1.0,23.0,114.0,165.94000000000003
312,2.658333333333331,3.3905068645675778,725.0,91.0,2.0,51.0,362.5,408.1100000000001
313,2.7126666666666654,1.9994506590193986,634.0,49.0,2.0,30.0,317.0,593.59
314,1.8055555555555556,1.762705881916717,700.0,18.0,2.0,9.0,350.0,471.72
315,4.820285714285713,4.925877339421395,322.0,35.0,2.0,17.5,161.0,348.15500000000003
316,3.981568627450977,3.40016183222838,972.0,87.0,7.0,14.571428571428571,138.85714285714286,292.25714285714287
317,5.432499999999997,3.1929921261958536,115.0,32.0,3.0,13.333333333333334,38.333333333333336,192.36666666666667
318,7.816666666666666,6.407287517610969,32.0,3.0,1.0,3.0,32.0,172.0
319,3.5074999999999976,3.116895743465002,588.0,74.0,4.0,28.25,147.0,292.8625
320,2.0498245614035087,1.4700224624475133,650.0,37.0,3.0,18.666666666666668,216.66666666666666,363.0033333333334
321,3.0749999999999997,2.752012250803297,57.0,8.0,1.0,8.0,57.0,111.14999999999999
322,8.073448275862068,10.899063287359695,10659.0,11.0,8.0,3.625,1332.375,5659.9262499999995
323,6.147,3.21002959487915,239.0,9.0,3.0,3.3333333333333335,79.66666666666667,163.12
325,1.5611111111111111,0.829825952300307,105.0,9.0,1.0,9.0,105.0,164.25
326,4.776635514018692,2.7082856597769136,928.0,52.0,7.0,15.285714285714286,132.57142857142858,460.5471428571429
327,3.5732394366197164,2.7445279451758373,666.0,44.0,7.0,10.142857142857142,95.14285714285714,223.8628571428572
328,3.57101449275362,4.597554616569897,1533.0,104.0,8.0,17.25,191.625,316.36000000000007
329,4.565333333333332,4.741105356348876,1120.0,36.0,5.0,9.0,224.0,716.758
330,2.396585365853659,1.9231518527616294,423.0,34.0,2.0,20.5,211.5,345.505
331,2.4090178571428553,1.8340188529105688,1545.0,88.0,8.0,13.875,193.125,350.04125
332,2.0373170731707324,2.407510149916552,856.0,38.0,4.0,10.25,214.0,325.63750000000005
333,2.617142857142857,3.7798885093157364,175.0,7.0,1.0,7.0,175.0,304.2
334,1.643492063492064,1.3199012166484996,549.0,46.0,3.0,21.0,183.0,237.15333333333334
335,2.8052941176470587,2.486848200149787,519.0,14.0,5.0,3.4,103.8,185.606
336,1.8727272727272728,2.0543136944597222,564.0,61.0,3.0,21.0,188.0,203.64000000000001
337,8.02673076923077,27.77431905387575,413.0,46.0,5.0,10.0,82.6,247.988
338,4.971081081081078,4.771743189006399,488.0,60.0,4.0,18.5,122.0,304.65
339,1.9854497354497374,1.9660409891980406,1759.0,180.0,7.0,53.42857142857143,251.28571428571428,376.4142857142857
340,2.580857142857143,2.8552020340883377,1988.0,22.0,10.0,3.5,198.8,255.58
341,2.1277551020408167,1.9611351573622295,680.0,30.0,3.0,16.333333333333332,226.66666666666666,309.6866666666667
342,3.7348076923076907,3.1741211477087363,427.0,51.0,4.0,13.0,106.75,222.21249999999998
343,3.4090476190476178,2.7452831472641814,294.0,40.0,2.0,20.5,147.0,284.06500000000005
344,3.7009523809523803,2.492283390326199,2089.0,45.0,9.0,7.0,232.11111111111111,508.43000000000006
345,3.5515094339622606,2.8941378492370307,597.0,84.0,5.0,21.0,119.4,373.36800000000005
346,1.3500000000000008,1.3919770113044254,446.0,16.0,2.0,9.5,223.0,124.92
347,1.675151515151516,1.6607053574858746,1062.0,61.0,5.0,13.2,212.4,215.484
348,3.360697674418601,3.2309753718030225,1237.0,85.0,7.0,18.428571428571427,176.71428571428572,328.4142857142857
349,2.1895999999999978,1.656773194904734,200.0,107.0,2.0,59.5,100.0,193.395
350,1.8941860465116274,1.5624265703241416,1183.0,182.0,6.0,35.5,197.16666666666666,252.86500000000004
351,2.8702884615384603,2.599178226405384,2606.0,179.0,7.0,29.714285714285715,372.2857142857143,665.08
352,2.9285483870967735,2.3334424346833504,157.0,59.0,1.0,59.0,157.0,287.9099999999999
353,3.01121212121212,2.03262960805532,138.0,59.0,1.0,59.0,138.0,363.0199999999999
354,2.477466666666664,3.672217863367589,1333.0,74.0,2.0,37.5,666.5,871.7900000000002
355,1.3670588235294119,1.2036183194117354,606.0,17.0,2.0,8.5,303.0,351.115
356,2.1136029411764703,1.637392087614899,246.0,127.0,1.0,127.0,246.0,416.6099999999999
357,4.376290322580644,2.871102052574631,1058.0,30.0,7.0,8.714285714285714,151.14285714285714,575.9228571428573
358,4.627777777777777,4.857153944898643,90.0,9.0,2.0,4.5,45.0,163.25
359,2.4057894736842105,2.586115310201929,67.0,19.0,1.0,19.0,67.0,147.20000000000005
360,3.9247938144329915,3.8178395280486113,880.0,140.0,6.0,32.333333333333336,146.66666666666666,353.0716666666667
361,3.96938775510204,2.2293687523632344,323.0,40.0,3.0,16.333333333333332,107.66666666666667,312.31666666666666
362,4.573076923076924,2.7651292453680614,599.0,9.0,3.0,4.333333333333333,199.66666666666666,272.4433333333333
363,3.625869565217389,3.4954710864119627,266.0,43.0,3.0,15.333333333333334,88.66666666666667,191.68666666666664
364,4.935666666666666,3.3879662125634114,190.0,30.0,1.0,30.0,190.0,692.94
365,3.3932183908045963,2.804529349169931,1040.0,52.0,8.0,10.75,130.0,472.61375
366,7.588888888888887,4.454931004674512,135.0,24.0,5.0,5.4,27.0,101.77000000000001
367,3.6700000000000004,0.36221540552549675,224.0,2.0,2.0,2.0,112.0,426.68
368,3.1571428571428575,1.114087283919207,116.0,7.0,1.0,7.0,116.0,376.30000000000007
369,2.2733333333333334,1.1779016856055435,158.0,15.0,1.0,15.0,158.0,300.7
370,3.606259541984732,4.417964957182096,1289.0,110.0,3.0,43.666666666666664,429.6666666666667,936.4733333333334
371,2.400175438596491,2.246609740434359,971.0,44.0,4.0,14.25,242.75,309.60999999999996
372,3.380333333333334,2.905269271552963,365.0,30.0,1.0,30.0,365.0,566.9499999999999
373,2.73585657370518,2.722121886203228,735.0,158.0,7.0,35.714285714285715,105.0,204.07999999999998
374,2.567096774193547,1.7814723944312392,173.0,59.0,5.0,12.2,34.6,83.08
375,2.1813333333333333,1.9451526548255058,331.0,30.0,1.0,30.0,331.0,478.88999999999993
376,2.625314685314683,2.0990151292813093,320.0,95.0,6.0,23.666666666666668,53.333333333333336,144.50000000000003
378,2.1451612903225805,1.6922831041839617,606.0,61.0,3.0,20.666666666666668,202.0,192.06333333333336
379,0.49750000000000005,0.2498499549729797,2700.0,3.0,2.0,2.0,1350.0,467.5
380,2.2173333333333334,1.7978338818329869,74.0,15.0,1.0,15.0,74.0,158.26000000000002
381,6.288888888888888,5.362589030599969,59.0,9.0,1.0,9.0,59.0,171.15
382,3.632631578947369,3.4201340926853727,94.0,37.0,1.0,37.0,94.0,190.34
383,2.657555555555557,2.789506436919649,530.0,45.0,2.0,22.5,265.0,404.53000000000003
384,2.546985294117646,1.8058584989695767,2454.0,115.0,2.0,68.0,1227.0,2180.195
385,1.8009999999999997,0.8925674577681323,589.0,9.0,3.0,3.3333333333333335,196.33333333333334,239.07666666666668
386,3.765844155844153,4.524402650495873,256.0,67.0,3.0,25.333333333333332,85.33333333333333,209.05666666666664
387,7.767575757575757,26.500595700741766,322.0,66.0,3.0,22.0,107.33333333333333,327.91
388,4.199999999999999,3.1481740739673207,47.0,6.0,1.0,6.0,47.0,120.65
389,2.059724770642201,2.135821664560659,1407.0,86.0,4.0,27.25,351.75,440.4000000000001
390,2.209117647058824,1.969914563867597,562.0,50.0,5.0,13.4,112.4,172.848
391,2.8408823529411773,2.8960614505106217,682.0,33.0,3.0,11.333333333333334,227.33333333333334,432.2333333333334
392,4.710000000000002,1.9984994370777291,75.0,15.0,1.0,15.0,75.0,307.25000000000006
393,4.594166666666666,3.375159653055811,420.0,54.0,4.0,15.0,105.0,284.95
394,2.8406249999999997,2.216921194660138,172.0,16.0,1.0,16.0,172.0,365.80000000000007
395,5.471875,3.6198051858260736,69.0,16.0,1.0,16.0,69.0,258.75
396,2.2605263157894737,1.7139605650986982,218.0,16.0,2.0,9.5,109.0,182.15
397,3.609047619047619,2.66214557220657,1280.0,11.0,4.0,5.25,320.0,777.96
398,2.1874429223744283,2.344271534547673,2818.0,183.0,8.0,27.375,352.25,432.11250000000007
399,3.354388888888888,2.3887918369123984,1606.0,96.0,10.0,18.0,160.6,379.492
400,3.4504761904761874,4.788944322323849,1425.0,71.0,5.0,16.8,285.0,445.354
401,3.3460674157303374,4.238201703225279,1971.0,69.0,5.0,17.8,394.2,775.778
402,4.2579166666666675,3.848323157322992,342.0,20.0,4.0,6.0,85.5,391.48499999999996
403,2.6096296296296306,3.7193536606306865,2142.0,101.0,6.0,22.5,357.0,567.2166666666667
404,4.703090909090907,3.5163643222991054,1024.0,24.0,11.0,5.0,93.0909090909091,329.6618181818182
405,3.3828333333333305,2.543505879069821,330.0,80.0,5.0,24.0,66.0,218.68800000000002
406,4.5625,5.425885205490243,128.0,18.0,3.0,6.666666666666667,42.666666666666664,104.18333333333334
407,1.6857142857142857,1.2493980968432776,4438.0,10.0,5.0,2.8,887.6,1532.008
408,4.6485,4.519652146605509,454.0,20.0,1.0,20.0,454.0,1281.5000000000002
409,2.55,0.0,64.0,2.0,1.0,2.0,64.0,163.2
410,5.73,3.4359375236850083,140.0,9.0,3.0,3.3333333333333335,46.666666666666664,290.93333333333334
411,3.657096774193549,2.471256351937056,341.0,25.0,2.0,15.5,170.5,592.855
412,3.567045454545455,3.124208982339001,205.0,42.0,2.0,22.0,102.5,221.20499999999998
413,2.68,2.06082507748717,60.0,5.0,1.0,5.0,60.0,112.6
414,2.2406504065040624,2.026056793597105,2990.0,76.0,6.0,20.5,498.3333333333333,943.6666666666666
415,2.430064516129031,2.269748397514235,2041.0,84.0,12.0,12.916666666666666,170.08333333333334,261.0366666666667
416,3.5225,5.047809248092503,164.0,40.0,2.0,20.0,82.0,182.425
417,2.4094230769230776,1.6413091540184799,512.0,39.0,2.0,25.0,256.0,451.9
418,2.7824561403508774,2.159788581503287,437.0,55.0,2.0,28.5,218.5,576.2000000000002
419,6.119999999999999,4.74784161488144,24.0,5.0,1.0,5.0,24.0,103.7
420,1.069090909090909,0.655552508125086,22.0,11.0,2.0,5.5,11.0,10.654999999999998
421,3.4000909090909075,3.6050081106563763,643.0,69.0,4.0,27.5,160.75,265.41749999999996
422,3.119411764705883,1.5478875548155757,190.0,17.0,1.0,17.0,190.0,394.1800000000001
423,3.75,0.0,16.0,4.0,1.0,4.0,16.0,60.0
424,3.0755555555555536,4.085300864578014,115.0,60.0,2.0,31.5,57.5,143.82000000000005
425,3.2900000000000005,3.2365766747334397,196.0,15.0,1.0,15.0,196.0,315.0
427,2.3112820512820518,1.903465232684271,186.0,36.0,2.0,19.5,93.0,131.58500000000004
428,1.5514285714285718,1.07516859143113,613.0,45.0,3.0,16.333333333333332,204.33333333333334,232.36666666666665
429,4.145714285714285,2.9373570887222193,309.0,45.0,3.0,16.333333333333332,103.0,299.11000000000007
430,3.1340425531914904,2.1942639248875473,572.0,38.0,4.0,11.75,143.0,355.48750000000007
431,2.735797101449275,2.491119761093216,659.0,58.0,4.0,17.25,164.75,270.21500000000003
432,5.164782608695652,3.980044391672509,117.0,23.0,1.0,23.0,117.0,383.0700000000001
433,3.9615254237288124,2.8758397955231976,450.0,44.0,3.0,19.666666666666668,150.0,360.1666666666667
434,3.7343548387096757,2.76264284310925,133.0,51.0,2.0,31.0,66.5,204.87499999999997
435,2.771509433962263,2.8579169212000517,579.0,90.0,7.0,15.0,82.71428571428571,131.20142857142858
436,2.463252032520323,2.0892611824321943,525.0,68.0,5.0,24.4,105.0,181.92200000000003
437,4.622807017543856,4.152513581202861,383.0,75.0,6.0,19.0,63.833333333333336,197.61666666666665
438,2.4679914529914506,2.45280233530221,499.0,171.0,6.0,37.333333333333336,83.16666666666667,163.8916666666667
439,2.5002777777777756,1.894700520556695,414.0,66.0,3.0,24.0,138.0,269.46
440,2.3958518518518503,3.2846093807115766,394.0,121.0,2.0,67.0,197.0,322.66499999999985
441,2.325531914893618,1.6172115138351677,574.0,45.0,2.0,23.5,287.0,462.28000000000014
442,3.8219375000000007,4.333253675640604,2713.0,77.0,11.0,14.545454545454545,246.63636363636363,680.0654545454545
443,2.217391304347826,2.090063542729795,389.0,22.0,3.0,7.666666666666667,129.66666666666666,164.61333333333337
444,4.8571428571428585,4.344663266709965,112.0,11.0,2.0,7.0,56.0,167.1
445,2.751351351351349,2.643526393590916,741.0,109.0,3.0,37.0,247.0,423.65333333333336
446,3.7282142857142846,5.092378176581118,1319.0,114.0,5.0,28.0,263.8,575.028
447,3.0776666666666674,2.652227019114227,307.0,29.0,2.0,15.0,153.5,229.26500000000001
448,3.3084782608695646,3.3965923887143816,273.0,30.0,7.0,6.571428571428571,39.0,89.06000000000003
449,3.1283333333333303,3.144746706522612,3353.0,68.0,5.0,20.4,670.6,1369.758
450,2.3996491228070176,1.8957263637232267,161.0,45.0,2.0,28.0,80.5,153.57
451,2.0405555555555552,2.0711817377646202,1512.0,10.0,4.0,4.5,378.0,438.86
452,5.939459459459459,4.260956430157401,367.0,24.0,7.0,5.142857142857143,52.42857142857143,262.6657142857143
453,3.0799999999999996,4.373865567207113,124.0,7.0,1.0,7.0,124.0,247.55999999999997
454,2.421060070671377,2.159083961571738,462.0,201.0,5.0,56.2,92.4,204.20199999999994
455,4.218181818181816,3.2367666245526836,722.0,54.0,5.0,13.2,144.4,451.36400000000003
456,2.537142857142859,1.1393588791343077,287.0,32.0,2.0,17.5,143.5,316.975
457,3.9104545454545434,2.3785631333393664,323.0,43.0,3.0,14.666666666666666,107.66666666666667,250.01666666666674
458,3.52439024390244,2.7511634346040656,1125.0,40.0,3.0,13.666666666666666,375.0,727.9433333333335
459,3.634785714285712,3.7538422460763505,730.0,122.0,5.0,26.6,146.0,287.56
460,5.2681818181818185,3.6406917424627374,978.0,9.0,4.0,2.75,244.5,587.875
461,2.4103389830508486,2.5269880982360275,897.0,46.0,3.0,19.666666666666668,299.0,391.75666666666666
462,2.4542857142857137,1.903520065635082,1032.0,43.0,5.0,15.4,206.4,423.34800000000007
463,2.4785714285714286,1.380476108346061,56.0,7.0,1.0,7.0,56.0,106.4
464,2.383217391304347,2.279137859400136,1657.0,92.0,5.0,23.0,331.4,545.9140000000001
465,3.1250381679389303,2.3574100436531227,426.0,113.0,3.0,42.666666666666664,142.0,351.09999999999997
466,4.4590000000000005,17.409836445254307,1381.0,85.0,2.0,50.0,690.5,1343.2850000000003
467,3.0868181818181815,2.0353032717592296,1901.0,40.0,4.0,11.0,475.25,774.0975000000001
468,3.5641025641025643,2.402738260214482,118.0,37.0,2.0,19.5,59.0,159.425
469,2.580555555555556,2.0085214703189074,44.0,18.0,1.0,18.0,44.0,102.35000000000001
470,3.2130198019802014,2.8513275758634893,1032.0,129.0,5.0,38.4,206.4,476.89400000000006
471,1.665180722891563,1.272306291926054,507.0,139.0,2.0,83.0,253.5,322.59999999999985
472,3.002631578947369,1.131069057108712,131.0,34.0,1.0,34.0,131.0,346.90000000000003
473,2.4084210526315775,1.9551473153411243,262.0,99.0,2.0,53.5,131.0,250.83499999999998
474,2.2657364341085273,1.6266596213530078,7003.0,87.0,4.0,32.25,1750.75,3235.1274999999996
475,2.4128947368421056,1.8114439632137238,248.0,33.0,3.0,12.666666666666666,82.66666666666667,148.45666666666665
476,2.232269503546098,1.9212382052038088,414.0,133.0,4.0,35.0,103.5,185.2625
477,2.908529411764707,2.236875705834179,87.0,33.0,1.0,33.0,87.0,167.09000000000003
479,2.0978125000000007,1.3307742927536468,130.0,57.0,2.0,30.0,65.0,113.355
480,2.7418439716312055,1.9819966854653268,628.0,92.0,4.0,35.25,157.0,303.6625
481,3.125448275862066,2.2733021684417913,1464.0,112.0,7.0,20.428571428571427,209.14285714285714,350.8228571428571
482,2.5388636363636365,2.670729554459893,70.0,44.0,1.0,44.0,70.0,168.36
483,3.0700000000000003,3.021071711448487,710.0,33.0,3.0,12.0,236.66666666666666,474.81333333333333
484,2.7028260869565233,2.5244281319148216,1403.0,169.0,6.0,37.166666666666664,233.83333333333334,329.28333333333336
485,2.5147058823529442,2.5766182365247348,1101.0,245.0,2.0,134.5,550.5,887.71
486,2.3697058823529416,2.084733084134648,198.0,31.0,2.0,17.0,99.0,168.72
487,4.621638418079101,2.880862624184769,1119.0,112.0,8.0,21.75,139.875,439.41250000000014
488,3.4651724137931037,2.881487240855288,1248.0,19.0,4.0,7.25,312.0,831.87
490,3.7756363636363632,5.656224615620997,235.0,48.0,2.0,27.0,117.5,312.74
491,2.7668478260869573,2.0238876699054367,904.0,231.0,3.0,87.66666666666667,301.3333333333333,638.8000000000001
492,4.180000000000001,5.624559241991025,11.0,10.0,3.0,3.3333333333333335,3.6666666666666665,14.483333333333333
493,2.178321678321677,2.08459675771436,1680.0,137.0,3.0,47.666666666666664,560.0,695.9166666666666
494,3.8402061855670073,5.92431289605622,1480.0,71.0,4.0,24.25,370.0,864.4825000000001
495,2.896875,2.195063305844883,1568.0,14.0,3.0,5.333333333333333,522.6666666666666,1068.2933333333333
496,2.6750000000000003,2.4975487983220668,56.0,6.0,1.0,6.0,56.0,103.5
497,5.006086956521739,7.768610346733038,220.0,23.0,1.0,23.0,220.0,777.5600000000001
498,4.431578947368421,4.047331443416204,160.0,15.0,2.0,9.5,80.0,215.10000000000002
499,1.8433333333333337,1.7274841297215198,639.0,44.0,3.0,16.0,213.0,303.7266666666667
500,5.019285714285714,4.845950671652354,70.0,13.0,1.0,13.0,70.0,166.21999999999997
501,4.612068965517244,1.7034447857007384,240.0,18.0,4.0,7.25,60.0,264.175
502,2.9977142857142858,2.6199136556431033,1108.0,31.0,4.0,8.75,277.0,393.98
503,3.404,2.529343788416276,513.0,5.0,2.0,2.5,256.5,170.725
504,2.2505555555555556,2.226780751606065,836.0,53.0,1.0,53.0,836.0,1101.7700000000002
505,2.931841004184106,2.0705867210943127,1129.0,181.0,3.0,77.0,376.3333333333333,879.5333333333336
506,2.757443181818179,2.67197877390181,751.0,146.0,6.0,28.833333333333332,125.16666666666667,231.20499999999996
507,2.6540740740740736,2.335244739724191,640.0,54.0,1.0,54.0,640.0,1167.4100000000005
508,2.254252873563217,1.8506118612212583,444.0,68.0,3.0,25.666666666666668,148.0,195.25333333333333
509,5.821857142857141,5.158527846635459,511.0,58.0,2.0,35.0,255.5,617.565
510,2.260564263322886,1.9778543567983704,1237.0,287.0,5.0,63.4,247.4,340.188
511,2.781173184357541,2.355743702355372,486.0,142.0,4.0,43.5,121.5,236.37499999999994
512,6.470322580645161,5.2177897516547285,180.0,30.0,3.0,10.333333333333334,60.0,240.74333333333334
513,2.3572000000000006,2.55088141629516,303.0,23.0,2.0,12.5,151.5,234.675
514,4.577142857142857,4.441301289358463,39.0,7.0,1.0,7.0,39.0,92.14
515,4.988260869565215,18.114817661798593,1642.0,81.0,6.0,15.333333333333334,273.6666666666667,558.7033333333335
516,2.0,0.7778174593052022,46.0,2.0,1.0,2.0,46.0,110.7
517,2.27625,2.158409537314277,687.0,34.0,3.0,13.0,229.0,340.1333333333334
518,3.2620000000000005,3.3905493655158594,1697.0,13.0,4.0,6.25,424.25,609.3675
519,2.54159090909091,1.8557176799886368,61.0,44.0,1.0,44.0,61.0,147.05999999999997
520,3.629016393442622,3.9788104189225666,602.0,46.0,5.0,12.2,120.4,225.83600000000007
521,3.3331818181818167,3.7898521014742714,206.0,62.0,2.0,32.5,103.0,235.02499999999998
522,2.7032352941176456,2.065232785653959,1336.0,95.0,4.0,25.5,334.0,612.97
523,2.684117647058824,1.7578717914837012,190.0,17.0,1.0,17.0,190.0,304.5
524,1.961904761904762,1.0319771175739723,418.0,22.0,4.0,10.5,104.5,181.27500000000003
525,1.035294117647059,0.6260902255971063,384.0,17.0,1.0,17.0,384.0,337.98
526,1.9396183206106847,2.286491906352528,1932.0,119.0,5.0,26.2,386.4,387.346
527,3.450000000000001,1.682371837614979,71.0,31.0,2.0,20.5,35.5,114.57500000000002
528,2.048690476190476,1.426197049331775,1069.0,58.0,3.0,28.0,356.3333333333333,535.6666666666666
529,4.224146341463414,4.8362805830564435,320.0,37.0,4.0,10.25,80.0,139.94250000000002
530,2.519574468085106,1.2668361093802158,1612.0,25.0,8.0,5.875,201.5,326.96
531,2.759565217391304,3.6037988613325704,1972.0,125.0,3.0,46.0,657.3333333333334,934.2200000000001
532,1.6993984962406017,2.0354827657205745,13994.0,249.0,18.0,22.166666666666668,777.4444444444445,797.0277777777779
533,2.9296,2.8161712779351094,251.0,25.0,1.0,25.0,251.0,413.7899999999999
534,2.4625,2.3220321559645414,75.0,16.0,1.0,16.0,75.0,170.54999999999998
535,2.4441935483870982,2.9244187732420133,353.0,29.0,3.0,10.333333333333334,117.66666666666667,161.60999999999999
536,1.7946666666666673,2.154215435870829,12058.0,53.0,5.0,15.0,2411.6,2259.148
537,3.380624999999996,2.462204791869863,722.0,115.0,3.0,52.333333333333336,240.66666666666666,527.1866666666665
538,3.37233766233766,3.105438309644913,716.0,64.0,3.0,25.666666666666668,238.66666666666666,423.02
539,3.712549019607842,2.7099194402323143,337.0,49.0,2.0,25.5,168.5,420.895
540,3.758333333333334,1.7164277562496602,253.0,12.0,2.0,6.0,126.5,341.2950000000001
541,5.709999999999999,5.242899960899502,33.0,5.0,1.0,5.0,33.0,91.15
542,4.265738636363641,3.7025874381320127,1044.0,132.0,4.0,43.0,261.0,635.3050000000001
543,1.184736842105263,1.1017580316176134,402.0,19.0,1.0,19.0,402.0,338.97999999999996
544,2.7823255813953494,2.3914618334810775,345.0,43.0,2.0,21.5,172.5,331.96500000000015
545,1.2472395833333325,1.0457954636177127,1408.0,135.0,3.0,62.666666666666664,469.3333333333333,426.0466666666666
546,1.797,2.102357323527443,468.0,20.0,2.0,10.0,234.0,276.06
547,2.3203846153846155,2.4940076902396187,701.0,47.0,3.0,17.333333333333332,233.66666666666666,326.3066666666667
548,2.6273913043478263,3.689624151158434,334.0,43.0,2.0,23.0,167.0,252.505
549,1.3991666666666667,1.4621245956939966,262.0,12.0,1.0,12.0,262.0,306.18
550,3.7176923076923085,3.5667792841075068,229.0,26.0,1.0,26.0,229.0,501.01000000000005
551,2.24,1.129506845612595,183.0,15.0,1.0,15.0,183.0,303.15000000000003
552,3.06625,3.430489243768722,590.0,31.0,3.0,10.666666666666666,196.66666666666666,313.8266666666667
553,3.3355645161290295,2.436615773300776,420.0,99.0,2.0,61.5,210.0,511.30000000000007
554,3.403103448275862,1.7086316652478626,135.0,28.0,1.0,28.0,135.0,428.82
555,2.0,1.0054849576199536,56.0,6.0,1.0,6.0,56.0,101.2
556,2.248499999999999,1.8711820644811004,2988.0,143.0,5.0,36.0,597.6,1037.1920000000002
557,16.957,37.17454620117316,184.0,20.0,1.0,20.0,184.0,1181.0000000000002
558,6.457692307692309,2.9044395725800918,53.0,10.0,2.0,6.5,26.5,147.82500000000002
559,1.150925925925927,1.1296322135127563,794.0,44.0,3.0,18.0,264.6666666666667,315.2733333333333
560,3.385,1.8149104661112074,34.0,4.0,1.0,4.0,34.0,102.28
561,3.35,2.8834503141697643,124.0,8.0,1.0,8.0,124.0,307.8
562,1.085,0.6257528798708534,132.0,4.0,1.0,4.0,132.0,67.24
563,1.7375,1.5551786537762438,450.0,29.0,2.0,16.0,225.0,226.98000000000002
564,4.009375,3.2938942884272002,160.0,16.0,1.0,16.0,160.0,440.20000000000005
565,2.3162500000000006,1.7560329343912278,158.0,16.0,1.0,16.0,158.0,283.53000000000003
566,1.378333333333334,2.1689099393942692,907.0,42.0,2.0,21.0,453.5,307.915
567,2.053902439024389,1.7309747172751624,1096.0,78.0,3.0,27.333333333333332,365.3333333333333,435.1266666666666
568,3.014195804195804,3.957653738810445,1601.0,131.0,2.0,70.0,800.5,1258.2350000000001
569,4.617462686567163,3.733224028412155,177.0,56.0,4.0,16.5,44.25,152.9925
570,2.471666666666667,1.2061821430940025,265.0,23.0,2.0,12.0,132.5,230.49
571,1.965,1.0470673330784417,486.0,35.0,2.0,19.0,243.0,390.02
572,4.8266666666666715,14.536593900833935,1201.0,106.0,3.0,47.0,400.3333333333333,952.0500000000001
573,2.9253703703703695,3.0064181113473882,796.0,34.0,6.0,9.0,132.66666666666666,229.99666666666667
574,2.210150375939846,1.823170309437866,1864.0,88.0,7.0,19.0,266.2857142857143,532.9714285714286
575,1.7570149253731344,1.2117080543038272,134.0,67.0,1.0,67.0,134.0,195.89
576,2.518378378378379,2.3250298845313715,102.0,36.0,1.0,36.0,102.0,226.56999999999994
577,8.990000000000004,41.53418718674001,841.0,52.0,6.0,9.666666666666666,140.16666666666666,231.67666666666665
578,3.8816216216216217,3.779607205865529,308.0,36.0,3.0,12.333333333333334,102.66666666666667,227.55999999999995
579,2.577272727272727,1.278937769471923,93.0,11.0,1.0,11.0,93.0,190.35
580,3.623666666666667,4.135234285850084,785.0,42.0,4.0,15.0,196.25,354.8975
581,3.878461538461538,3.901764229494665,424.0,11.0,3.0,4.333333333333333,141.33333333333334,420.7466666666667
582,4.254347826086957,3.0636027900718408,156.0,23.0,2.0,11.5,78.0,208.35000000000002
583,3.405308641975307,3.1453986577299506,951.0,70.0,3.0,27.0,317.0,593.9499999999999
584,2.7663199999999986,2.3579329164990415,1261.0,101.0,5.0,25.0,252.2,389.64400000000006
585,3.6802083333333333,3.100093677090676,817.0,38.0,4.0,12.0,204.25,525.615
586,3.933170731707316,2.935531532431261,2389.0,64.0,5.0,16.4,477.8,1005.7459999999999
587,2.93375,3.330353638450856,146.0,8.0,1.0,8.0,146.0,217.2
588,1.4509090909090914,1.365722934639063,315.0,22.0,1.0,22.0,315.0,270.19000000000005
589,4.051788617886178,3.3815601774387924,699.0,97.0,4.0,30.25,174.75,386.335
590,2.564871794871795,1.72005641246974,99.0,39.0,1.0,39.0,99.0,216.33999999999997
