,Unnamed: 0,UnitPriceMean,UnitPriceStd,TotalQuantity,NoOfUniqueItems,NoOfInvoices,UniqueItemsPerInvoice,QuantityPerInvoice,SpendingPerInvoice
279,281,3.8609090909090913,2.993104629757424,210.0,22.0,1.0,22.0,210.0,450.92
280,282,3.68,1.984515054112717,345.0,12.0,3.0,5.0,115.0,288.7966666666667
281,283,5.483125,6.831262175957432,67.0,16.0,1.0,16.0,67.0,214.32
282,284,3.690124999999997,3.1446331591612084,635.0,67.0,2.0,39.0,317.5,587.0149999999999
283,285,3.1673913043478263,2.3534612665413404,11812.0,74.0,8.0,11.5,1476.5,4268.6925
284,286,3.799999999999997,2.8463187826111294,341.0,50.0,2.0,25.0,170.5,444.07499999999993
285,287,1.4722580645161292,1.623360115475346,601.0,31.0,2.0,15.5,300.5,241.265
286,288,3.0130434782608724,3.4723759975804884,3480.0,170.0,9.0,33.22222222222222,386.66666666666674,723.9266666666667
287,289,3.608085106382978,2.6245833112737795,364.0,42.0,3.0,15.666666666666664,121.33333333333331,320.23000000000013
288,290,2.475068493150685,2.3712031709735366,1666.0,110.0,4.0,36.5,416.5,637.135
289,291,3.0205263157894717,2.347582445211684,267.0,79.0,3.0,31.0,89.0,213.66666666666663
290,293,7.131176470588236,9.7809514378414,94.0,17.0,2.0,8.5,47.0,145.67
291,294,1.8720930232558135,0.9528467576276862,2972.0,35.0,4.0,10.75,743.0,1334.55
292,295,3.767828947368418,2.9824921615531585,3121.0,94.0,7.0,21.714285714285715,445.8571428571428,1080.0457142857144
293,296,3.1000000000000005,1.297561816125408,444.0,11.0,3.0,5.333333333333333,148.0,334.8
294,297,1.90939393939394,1.9073393434866597,869.0,32.0,3.0,11.0,289.6666666666667,396.62000000000006
295,298,1.628823529411765,0.7521313743476434,579.0,34.0,2.0,17.0,289.5,447.15
296,299,3.148695652173913,1.906661299825684,43.0,23.0,1.0,23.0,43.0,109.82
297,300,2.1546666666666665,1.3407773154121494,213.0,15.0,1.0,15.0,213.0,373.49000000000007
298,301,3.9731284916201135,4.815049586152256,1770.0,152.0,4.0,44.75,442.5,1027.4275
299,302,2.4571875000000007,2.5670885157276224,267.0,29.0,2.0,16.0,133.5,157.685
300,303,2.8025333333333315,2.1989101067705468,525.0,65.0,3.0,24.33333333333333,175.0,382.53
301,304,2.5012500000000006,1.8650536185321862,74.0,16.0,1.0,16.0,74.0,156.19000000000003
302,305,2.8401639344262297,2.4589215060016856,333.0,53.0,3.0,20.0,111.0,226.8633333333333
303,306,4.0225,2.619344471049057,1798.0,69.0,8.0,16.5,224.75,601.16125
304,307,2.895,2.14108876768599,421.0,36.0,3.0,15.333333333333336,140.33333333333334,309.0233333333333
305,308,2.9830555555555534,3.7432442083839845,492.0,157.0,5.0,35.4,98.4,202.786
306,309,3.904615384615385,3.0154701551184777,109.0,11.0,2.0,6.5,54.5,139.22500000000002
307,310,2.436538461538462,1.4590104655078862,260.0,25.0,3.0,8.666666666666666,86.66666666666669,169.36666666666667
308,311,2.6495652173913053,2.1035305349489106,114.0,23.0,1.0,23.0,114.0,165.94000000000003
309,312,2.658333333333331,3.3905068645675778,725.0,91.0,2.0,51.0,362.5,408.1100000000001
310,313,2.712666666666665,1.9994506590193983,634.0,49.0,2.0,30.0,317.0,593.59
311,314,1.805555555555556,1.7627058819167167,700.0,18.0,2.0,9.0,350.0,471.72
312,315,4.8202857142857125,4.925877339421395,322.0,35.0,2.0,17.5,161.0,348.1550000000001
313,316,3.981568627450977,3.4001618322283798,972.0,87.0,7.0,14.571428571428573,138.85714285714286,292.25714285714287
314,317,5.432499999999997,3.1929921261958536,115.0,32.0,3.0,13.333333333333336,38.333333333333336,192.36666666666667
315,318,7.816666666666666,6.4072875176109685,32.0,3.0,1.0,3.0,32.0,172.0
316,319,3.5074999999999976,3.116895743465002,588.0,74.0,4.0,28.25,147.0,292.8625
317,320,2.0498245614035087,1.4700224624475131,650.0,37.0,3.0,18.666666666666668,216.66666666666663,363.0033333333334
318,321,3.075,2.7520122508032974,57.0,8.0,1.0,8.0,57.0,111.15
319,322,8.073448275862068,10.899063287359695,10659.0,11.0,8.0,3.625,1332.375,5659.92625
320,323,6.147,3.21002959487915,239.0,9.0,3.0,3.333333333333333,79.66666666666667,163.12
321,325,1.5611111111111111,0.829825952300307,105.0,9.0,1.0,9.0,105.0,164.25
322,326,4.776635514018691,2.7082856597769136,928.0,52.0,7.0,15.285714285714285,132.57142857142858,460.5471428571429
323,327,3.5732394366197164,2.7445279451758373,666.0,44.0,7.0,10.142857142857142,95.14285714285714,223.86285714285717
324,328,3.57101449275362,4.597554616569896,1533.0,104.0,8.0,17.25,191.625,316.36000000000007
325,329,4.565333333333332,4.741105356348876,1120.0,36.0,5.0,9.0,224.0,716.758
326,330,2.3965853658536593,1.9231518527616291,423.0,34.0,2.0,20.5,211.5,345.505
327,331,2.4090178571428558,1.8340188529105688,1545.0,88.0,8.0,13.875,193.125,350.04125
328,332,2.0373170731707324,2.407510149916552,856.0,38.0,4.0,10.25,214.0,325.6375000000001
329,333,2.617142857142857,3.779888509315736,175.0,7.0,1.0,7.0,175.0,304.2
330,334,1.6434920634920638,1.3199012166484996,549.0,46.0,3.0,21.0,183.0,237.1533333333333
331,335,2.8052941176470587,2.486848200149787,519.0,14.0,5.0,3.4,103.8,185.606
332,336,1.8727272727272728,2.0543136944597222,564.0,61.0,3.0,21.0,188.0,203.64
333,337,8.02673076923077,27.77431905387575,413.0,46.0,5.0,10.0,82.6,247.988
334,338,4.971081081081078,4.771743189006398,488.0,60.0,4.0,18.5,122.0,304.65
335,339,1.9854497354497371,1.9660409891980408,1759.0,180.0,7.0,53.42857142857143,251.28571428571428,376.41428571428565
336,340,2.580857142857143,2.8552020340883377,1988.0,22.0,10.0,3.5,198.8,255.58
337,341,2.1277551020408167,1.961135157362229,680.0,30.0,3.0,16.333333333333332,226.66666666666663,309.68666666666667
338,342,3.7348076923076903,3.1741211477087363,427.0,51.0,4.0,13.0,106.75,222.2125
339,343,3.4090476190476178,2.745283147264181,294.0,40.0,2.0,20.5,147.0,284.06500000000005
340,344,3.70095238095238,2.4922833903261994,2089.0,45.0,9.0,7.0,232.11111111111111,508.43000000000006
341,345,3.5515094339622606,2.8941378492370307,597.0,84.0,5.0,21.0,119.4,373.36800000000005
342,346,1.3500000000000008,1.3919770113044254,446.0,16.0,2.0,9.5,223.0,124.92
343,347,1.675151515151516,1.6607053574858746,1062.0,61.0,5.0,13.2,212.4,215.484
344,348,3.360697674418601,3.2309753718030225,1237.0,85.0,7.0,18.428571428571427,176.71428571428572,328.4142857142857
345,349,2.1895999999999978,1.6567731949047342,200.0,107.0,2.0,59.5,100.0,193.395
346,350,1.8941860465116276,1.5624265703241416,1183.0,182.0,6.0,35.5,197.16666666666663,252.86500000000004
347,351,2.8702884615384603,2.5991782264053844,2606.0,179.0,7.0,29.714285714285715,372.28571428571433,665.08
348,352,2.928548387096773,2.3334424346833504,157.0,59.0,1.0,59.0,157.0,287.9099999999999
349,353,3.01121212121212,2.03262960805532,138.0,59.0,1.0,59.0,138.0,363.01999999999987
350,354,2.4774666666666643,3.6722178633675893,1333.0,74.0,2.0,37.5,666.5,871.7900000000003
351,355,1.367058823529412,1.2036183194117354,606.0,17.0,2.0,8.5,303.0,351.115
352,356,2.1136029411764703,1.6373920876148993,246.0,127.0,1.0,127.0,246.0,416.60999999999984
353,357,4.376290322580643,2.8711020525746314,1058.0,30.0,7.0,8.714285714285714,151.14285714285714,575.9228571428573
354,358,4.627777777777777,4.857153944898643,90.0,9.0,2.0,4.5,45.0,163.25
355,359,2.4057894736842105,2.5861153102019294,67.0,19.0,1.0,19.0,67.0,147.20000000000005
356,360,3.924793814432992,3.8178395280486113,880.0,140.0,6.0,32.333333333333336,146.66666666666666,353.0716666666667
357,361,3.9693877551020402,2.2293687523632344,323.0,40.0,3.0,16.333333333333332,107.66666666666669,312.31666666666666
358,362,4.573076923076924,2.7651292453680614,599.0,9.0,3.0,4.333333333333333,199.66666666666663,272.4433333333333
359,363,3.6258695652173887,3.4954710864119627,266.0,43.0,3.0,15.333333333333336,88.66666666666669,191.68666666666664
360,364,4.935666666666666,3.387966212563412,190.0,30.0,1.0,30.0,190.0,692.94
361,365,3.3932183908045963,2.8045293491699312,1040.0,52.0,8.0,10.75,130.0,472.61375
