,Unnamed: 0,UnitPriceMean,UnitPriceStd,TotalQuantity,NoOfUniqueItems,NoOfInvoices,UniqueItemsPerInvoice,QuantityPerInvoice,SpendingPerInvoice
646,654,3.5879310344827586,2.8820951430848187,784.0,83.0,3.0,29.0,261.3333333333333,550.2033333333335
647,655,2.9618840579710133,4.200161858002448,769.0,62.0,4.0,17.25,192.25,258.2375
648,656,7.908518518518517,26.854751900745498,2512.0,51.0,5.0,10.8,502.4,790.3679999999997
649,657,3.216666666666667,0.4618802153517005,20.0,3.0,1.0,3.0,20.0,65.4
650,658,2.9226315789473687,1.3270888863526444,256.0,11.0,4.0,4.75,64.0,175.22000000000003
651,659,1.4584999999999997,0.7655288849443962,4020.0,7.0,7.0,2.8571428571428568,574.2857142857142,391.99428571428564
652,660,3.25625,2.232301422939372,150.0,8.0,1.0,8.0,150.0,434.0
653,662,3.513636363636364,2.915912456598355,85.0,11.0,1.0,11.0,85.0,193.15
654,663,3.338842105263156,2.991756000105245,537.0,89.0,3.0,31.0,179.0,354.28999999999985
655,664,2.8253846153846163,2.1621641580032374,374.0,26.0,1.0,26.0,374.0,662.8999999999999
656,665,1.25,0.0,800.0,1.0,2.0,1.0,400.0,500.0
657,666,2.056,2.669832287699818,540.0,10.0,1.0,10.0,540.0,433.5
658,667,2.9600000000000004,0.7447818472546173,120.0,3.0,1.0,3.0,120.0,344.88
659,668,3.688888888888889,5.394718353270272,63.0,9.0,1.0,9.0,63.0,128.7
660,669,0.8115384615384614,0.5094906959216912,496.0,13.0,1.0,13.0,496.0,354.64
661,670,2.237647058823529,0.9829072273857076,171.0,17.0,1.0,17.0,171.0,307.30000000000007
662,671,4.33065217391304,4.346112644740463,391.0,41.0,3.0,15.333333333333336,130.33333333333334,268.36333333333334
663,672,2.700000000000001,2.845455215710728,603.0,50.0,2.0,26.5,301.5,372.095
664,673,2.71258426966292,2.5677198622734103,305.0,71.0,5.0,16.2,61.0,136.71200000000002
665,674,3.3353333333333337,1.0375098393107731,191.0,13.0,2.0,7.5,95.5,300.885
666,675,2.3608571428571428,2.022105906755788,1195.0,69.0,2.0,35.0,597.5,1195.7949999999996
667,676,5.154000000000001,10.564854076922533,402.0,24.0,2.0,12.5,201.0,435.28
668,677,4.9060000000000015,3.2321881133374646,48.0,15.0,1.0,15.0,48.0,168.43999999999997
669,678,2.214,1.13213858594157,528.0,7.0,3.0,3.333333333333333,176.0,343.48
670,679,3.5068421052631567,2.712402834266759,456.0,49.0,3.0,19.0,152.0,326.82666666666665
671,680,3.5500000000000003,4.644921325237604,169.0,18.0,1.0,18.0,169.0,312.95
672,681,2.4321739130434783,2.6338443326019565,131.0,23.0,1.0,23.0,131.0,201.94
673,682,1.792857142857143,0.9897089519266812,132.0,7.0,1.0,7.0,132.0,331.6
674,683,1.76,0.17018706285624766,1200.0,6.0,3.0,4.0,400.0,689.0
675,684,1.0522222222222224,0.9027901557723572,368.0,18.0,2.0,9.0,184.0,118.73
676,686,3.0417241379310354,3.472247181957361,305.0,29.0,1.0,29.0,305.0,344.80999999999995
677,687,2.9636571428571408,2.7599821541033216,1050.0,154.0,3.0,58.33333333333334,350.0,550.5833333333333
678,688,1.6044285714285715,1.8025735513058805,653.0,70.0,2.0,35.0,326.5,260.76500000000004
679,689,3.094999999999999,3.4189873702137548,749.0,59.0,6.0,11.5,124.83333333333331,252.79
680,690,2.6857142857142864,2.476941999051788,2837.0,49.0,5.0,9.8,567.4,392.036
681,691,2.3902531645569627,2.2484467428869275,1309.0,66.0,4.0,19.75,327.25,473.83
682,692,4.454422110552763,24.796103953146876,23415.0,154.0,5.0,39.8,4683.0,7638.547999999998
683,693,1.4250000000000005,1.6312052255326055,1081.0,33.0,3.0,14.0,360.33333333333326,296.30666666666673
684,694,3.55,2.4566236993076496,92.0,5.0,1.0,5.0,92.0,211.8
685,695,3.570192307692309,2.8713728972799384,4002.0,38.0,5.0,10.4,800.4,1213.332
686,696,2.1940800000000045,1.70202023527437,1020.0,185.0,6.0,62.5,170.0,322.85833333333323
687,697,5.030526315789482,3.204893114038016,321.0,111.0,3.0,44.33333333333334,107.0,467.3533333333335
688,698,4.168333333333332,3.0857609381440896,338.0,44.0,2.0,24.0,169.0,397.03
689,699,1.7961621621621608,1.2132761414037807,271.0,131.0,4.0,46.25,67.75,107.575
690,700,3.5701449275362314,3.1004888100169086,282.0,69.0,1.0,69.0,282.0,499.8899999999999
691,701,5.079642857142857,6.203945269323538,205.0,25.0,2.0,14.0,102.5,281.9500000000001
692,702,4.752727272727274,5.240246459332371,240.0,29.0,3.0,11.0,80.0,198.0066666666667
693,703,2.6537333333333333,2.4174404452449907,448.0,65.0,2.0,36.5,224.0,341.48
694,704,2.5982500000000006,2.052606707304591,566.0,36.0,2.0,20.0,283.0,616.2900000000002
695,705,5.1940740740740745,7.4831021227107,327.0,25.0,2.0,13.5,163.5,402.5
696,706,2.620000000000001,2.924517054147573,281.0,11.0,1.0,11.0,281.0,311.07000000000005
697,707,4.59125,2.8528203463540125,240.0,7.0,2.0,4.0,120.0,344.4
698,708,1.8543037974683558,1.7545192076787306,2015.0,46.0,8.0,9.875,251.875,306.1712500000001
699,709,2.924897959183673,3.5070410016734166,630.0,98.0,1.0,98.0,630.0,1138.6700000000005
700,710,2.5394444444444444,2.4449674278547024,729.0,54.0,4.0,13.5,182.25,275.79
701,711,1.6843930635838134,1.4431890182083529,771.0,160.0,2.0,85.5,385.5,461.6750000000001
702,712,0.9541176470588236,0.5681775561337473,404.0,17.0,1.0,17.0,404.0,304.24
703,713,3.0349350649350644,3.3280315121296487,762.0,67.0,2.0,38.5,381.0,793.6350000000003
704,714,4.5306451612903205,2.845291693806639,358.0,50.0,3.0,20.666666666666668,119.33333333333331,332.58333333333337
705,715,1.3644067796610166,1.6345011589393057,1395.0,58.0,2.0,29.5,697.5,650.8449999999998
706,716,1.4813793103448278,0.4661217202921129,688.0,23.0,2.0,14.5,344.0,569.44
707,717,4.049411764705884,2.7832365519480766,234.0,33.0,2.0,17.0,117.0,271.98
708,718,2.5115384615384624,1.1625306612995372,2824.0,20.0,3.0,8.666666666666666,941.3333333333335,2409.44
709,719,8.45,4.236744032862972,38.0,5.0,3.0,2.333333333333333,12.666666666666664,110.5
710,720,5.197777777777776,3.1310579704529453,123.0,54.0,3.0,21.0,41.0,132.91333333333338
711,721,3.1820999999999984,2.627522278351284,228.0,76.0,4.0,24.75,57.0,142.255
712,722,5.81880952380952,5.982866268946867,86.0,39.0,2.0,20.0,43.0,212.59000000000003
713,723,1.9642857142857144,1.0172324733127156,58.0,7.0,1.0,7.0,58.0,97.5
714,724,2.358163265306123,1.9369248323366728,156.0,48.0,1.0,48.0,156.0,195.45
715,725,2.7140677966101694,2.4536026423116795,648.0,47.0,2.0,27.0,324.0,522.3850000000001
716,726,2.9321875,1.9346813263887728,306.0,32.0,3.0,10.666666666666666,102.0,223.7633333333333
717,727,2.607692307692308,2.1858953455137,222.0,18.0,3.0,8.333333333333334,74.0,118.28333333333336
718,728,1.8532352941176464,0.4664483510219787,492.0,27.0,3.0,11.333333333333336,164.0,303.4000000000001
719,729,4.033661971830984,3.1936697384655077,556.0,57.0,3.0,23.66666666666667,185.33333333333331,434.08
720,730,2.275151515151516,2.132985175188932,56.0,33.0,1.0,33.0,56.0,119.49
721,731,1.5761538461538462,0.9587625571671232,78.0,13.0,1.0,13.0,78.0,110.18
722,732,4.503636363636363,3.9742870525111265,181.0,22.0,1.0,22.0,181.0,320.22
723,733,2.1954248366013065,1.9355507127811205,682.0,144.0,2.0,75.0,341.0,483.16
